id,prompt,label,reasoning,graph_id,story_id,rung,query_type,formal_form,question_property,dataset_variant,subset,diagnostic_source
26157,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on swoy and zuph. Zuph has a direct effect on xevu. Swoy has a direct effect on xevu. For those who are not rixq, the probability of xevu is 66%. For those who are rixq, the probability of xevu is 84%.",no,"Let X = rixq; V3 = swoy; V2 = zuph; Y = xevu.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.66
P(Y=1 | X=1) = 0.84
0.84 - 0.66 = 0.18
0.18 > 0",diamond,nonsense0,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
31816,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on qwiu and yupt. Yupt has a direct effect on kwox. Qwiu has a direct effect on kwox. For those who are not jyka, the probability of kwox is 42%. For those who are jyka, the probability of kwox is 29%.",no,"Let X = jyka; V3 = qwiu; V2 = yupt; Y = kwox.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.42
P(Y=1 | X=1) = 0.29
0.29 - 0.42 = -0.14
-0.14 < 0",diamond,nonsense5,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
32661,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xyfo has a direct effect on yupt and muvq. Zupj has a direct effect on yupt. Yupt has a direct effect on muvq. Xyfo is unobserved. For those who are not zupj, the probability of muvq is 52%. For those who are zupj, the probability of muvq is 38%. For those who are not zupj, the probability of yupt is 63%. For those who are zupj, the probability of yupt is 18%.",no,"Let V2 = zupj; V1 = xyfo; X = yupt; Y = muvq.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.52
P(Y=1 | V2=1) = 0.38
P(X=1 | V2=0) = 0.63
P(X=1 | V2=1) = 0.18
(0.38 - 0.52) / (0.18 - 0.63) = 0.31
0.31 > 0",IV,nonsense6,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
34643,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax and rukz. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 17%. For those who are pexu, the probability of rukz is 80%.",no,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.17
P(Y=1 | X=1) = 0.80
0.80 - 0.17 = 0.63
0.63 > 0",mediation,nonsense8,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
35651,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on zuph and glimx. Zuph has a direct effect on glimx. For those who are not jyka and are not zuph, the probability of glimx is 7%. For those who are not jyka and are zuph, the probability of glimx is 78%. For those who are jyka and are not zuph, the probability of glimx is 8%. For those who are jyka and are zuph, the probability of glimx is 66%. The overall probability of jyka is 69%.",no,"Let V1 = jyka; X = zuph; Y = glimx.
V1->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.07
P(Y=1 | V1=0, X=1) = 0.78
P(Y=1 | V1=1, X=0) = 0.08
P(Y=1 | V1=1, X=1) = 0.66
P(V1=1) = 0.69
0.31 * (0.78 - 0.07) + 0.69 * (0.66 - 0.08) = 0.62
0.62 > 0",confounding,nonsense9,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
13460,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: CEO has a direct effect on director and having visited England. Having visited England has a direct effect on employee. Director has a direct effect on employee. For CEOs who fire employees and have not visited England, the probability of employee being fired is 29%. For CEOs who fire employees and have visited England, the probability of employee being fired is 72%. For CEOs who fire employees and have not visited England, the probability of employee being fired is 41%. For CEOs who fire employees and have visited England, the probability of employee being fired is 86%. The overall probability of CEO's decision to fire the employee is 22%.",yes,"Let V1 = CEO; V3 = director; X = having visited England; Y = employee.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.29
P(Y=1 | V1=0, X=1) = 0.72
P(Y=1 | V1=1, X=0) = 0.41
P(Y=1 | V1=1, X=1) = 0.86
P(V1=1) = 0.22
0.78 * (0.72 - 0.29) 0.22 * (0.86 - 0.41) = 0.43
0.43 > 0",diamondcut,firing_employee,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
26380,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on xevu. Zuph has a direct effect on xevu. For those who are not rixq, the probability of xevu is 14%. For those who are rixq, the probability of xevu is 55%.",yes,"Let V2 = zuph; X = rixq; Y = xevu.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.14
P(Y=1 | X=1) = 0.55
0.55 - 0.14 = 0.41
0.41 > 0",fork,nonsense0,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
28671,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Xevo has a direct effect on gyzp. Tijv has a direct effect on gyzp. For those who are not xevo, the probability of gyzp is 77%. For those who are xevo, the probability of gyzp is 22%.",yes,"Let V2 = tijv; X = xevo; Y = gyzp.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.77
P(Y=1 | X=1) = 0.22
0.22 - 0.77 = -0.55
-0.55 < 0",fork,nonsense2,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
33805,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vubr has a direct effect on zuph and uvzi. Wibl has a direct effect on zuph. Zuph has a direct effect on uvzi. Vubr is unobserved. For those who are not wibl, the probability of uvzi is 10%. For those who are wibl, the probability of uvzi is 18%. For those who are not wibl, the probability of zuph is 88%. For those who are wibl, the probability of zuph is 53%.",yes,"Let V2 = wibl; V1 = vubr; X = zuph; Y = uvzi.
V1->X,V2->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
[P(Y=1|V2=1)-P(Y=1|V2=0)]/[P(X=1|V2=1)-P(X=1|V2=0)]
P(Y=1 | V2=0) = 0.10
P(Y=1 | V2=1) = 0.18
P(X=1 | V2=0) = 0.88
P(X=1 | V2=1) = 0.53
(0.18 - 0.10) / (0.53 - 0.88) = -0.23
-0.23 < 0",IV,nonsense7,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
34131,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Wibl has a direct effect on vubr and zuph. Zuph has a direct effect on uvzi. Vubr has a direct effect on uvzi. For those who are not wibl and are not zuph, the probability of uvzi is 77%. For those who are not wibl and are zuph, the probability of uvzi is 63%. For those who are wibl and are not zuph, the probability of uvzi is 54%. For those who are wibl and are zuph, the probability of uvzi is 76%. The overall probability of wibl is 23%.",yes,"Let V1 = wibl; V3 = vubr; X = zuph; Y = uvzi.
V1->V3,V1->X,X->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.77
P(Y=1 | V1=0, X=1) = 0.63
P(Y=1 | V1=1, X=0) = 0.54
P(Y=1 | V1=1, X=1) = 0.76
P(V1=1) = 0.23
0.77 * (0.63 - 0.77) 0.23 * (0.76 - 0.54) = -0.06
-0.06 < 0",diamondcut,nonsense7,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,easy,formal,stress
20260,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Liking spicy food has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved. Method 1: We look at how liking spicy food correlates with child's intelligence case by case according to parents' social status. Method 2: We look directly at how liking spicy food correlates with child's intelligence in general.",no,"nan
nan
nan
nan
nan
nan
nan",arrowhead,nature_vs_nurture,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
29352,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yomx has a direct effect on gwet and xevu. Cwoi has a direct effect on gwet and xevu. Gwet has a direct effect on xevu. Cwoi is unobserved. Method 1: We look at how yomx correlates with xevu case by case according to gwet. Method 2: We look directly at how yomx correlates with xevu in general.",no,"nan
nan
nan
nan
nan
nan
nan",arrowhead,nonsense3,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
30410,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gyzp has a direct effect on jyka and lirg. Hwax has a direct effect on jyka. Jyka has a direct effect on lirg. Gyzp is unobserved. Method 1: We look directly at how jyka correlates with lirg in general. Method 2: We look at this correlation case by case according to gyzp.",no,"nan
nan
nan
nan
nan
nan
nan",IV,nonsense4,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
31858,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yupt has a direct effect on qwiu and jyka. Jyka has a direct effect on kwox. Qwiu has a direct effect on kwox. Method 1: We look directly at how jyka correlates with kwox in general. Method 2: We look at this correlation case by case according to qwiu.",no,"nan
nan
nan
nan
nan
nan
nan",diamondcut,nonsense5,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
15802,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a brother has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival. Method 1: We look at how having a brother correlates with smallpox survival case by case according to vaccination reaction. Method 2: We look directly at how having a brother correlates with smallpox survival in general.",no,"nan
nan
nan
nan
nan
nan
nan",diamond,vaccine_kills,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
25465,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on zuph. Xevu has a direct effect on zuph. Method 1: We look directly at how rixq correlates with xevu in general. Method 2: We look at this correlation case by case according to zuph.",yes,"nan
nan
nan
nan
nan
nan
nan",collision,nonsense0,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
31309,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on yupt and kwox. Yupt has a direct effect on kwox. Method 1: We look directly at how jyka correlates with kwox in general. Method 2: We look at this correlation case by case according to yupt.",yes,"nan
nan
nan
nan
nan
nan
nan",mediation,nonsense5,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
34751,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kraz has a direct effect on pexu and rukz. Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. Kraz is unobserved. Method 1: We look at how pexu correlates with rukz case by case according to kraz. Method 2: We look directly at how pexu correlates with rukz in general.",yes,"nan
nan
nan
nan
nan
nan
nan",frontdoor,nonsense8,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
35279,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Hwax has a direct effect on kraz and pexu. Pexu has a direct effect on rukz. Kraz has a direct effect on rukz. Method 1: We look at how pexu correlates with rukz case by case according to kraz. Method 2: We look directly at how pexu correlates with rukz in general.",yes,"nan
nan
nan
nan
nan
nan
nan",diamondcut,nonsense8,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
35967,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zory has a direct effect on zuph and glimx. Zuph has a direct effect on jyka. Jyka has a direct effect on glimx. Zory is unobserved. Method 1: We look at how zuph correlates with glimx case by case according to zory. Method 2: We look directly at how zuph correlates with glimx in general.",yes,"nan
nan
nan
nan
nan
nan
nan",frontdoor,nonsense9,2,backadj,[backdoor adjustment set for Y given X],,easy,formal,stress
17776,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Listening to jazz has a direct effect on elite institution admission status. Effort has a direct effect on elite institution admission status. For students accepted to elite institutions, the correlation between listening to jazz and being hard-working is -0.04.",no,"Let Y = effort; X = listening to jazz; V3 = elite institution admission status.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,elite_students,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
19836,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Respiratory issues has a direct effect on hospitalization status. Black hair has a direct effect on hospitalization status. For hospitalized individuals, the correlation between respiratory issues and black hair is -0.16.",no,"Let Y = black hair; X = respiratory issues; V3 = hospitalization status.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,hospitalization,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
25506,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Rixq has a direct effect on zuph. Xevu has a direct effect on zuph. For those who are zuph, the correlation between rixq and xevu is -0.19.",no,"Let Y = xevu; X = rixq; V3 = zuph.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,nonsense0,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
26606,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kwox has a direct effect on swoq. Kwoz has a direct effect on swoq. For those who are swoq, the correlation between kwox and kwoz is 0.00.",no,"Let Y = kwoz; X = kwox; V3 = swoq.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,nonsense1,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
35556,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on jyka. Glimx has a direct effect on jyka. For those who are jyka, the correlation between zuph and glimx is -0.01.",no,"Let Y = glimx; X = zuph; V3 = jyka.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,nonsense9,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
19837,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Respiratory issues has a direct effect on hospitalization status. Black hair has a direct effect on hospitalization status. For hospitalized individuals, the correlation between respiratory issues and black hair is -0.16.",yes,"Let Y = black hair; X = respiratory issues; V3 = hospitalization status.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
yes",collision,hospitalization,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
19997,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Personality has a direct effect on relationship status. Freckles has a direct effect on relationship status. For people in a relationship, the correlation between kindness and freckles is 0.07.",yes,"Let Y = freckles; X = personality; V3 = relationship status.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
yes",collision,man_in_relationship,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
20207,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Personality has a direct effect on relationship status. Freckles has a direct effect on relationship status. For people in a relationship, the correlation between kindness and freckles is -0.08.",yes,"Let Y = freckles; X = personality; V3 = relationship status.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
yes",collision,man_in_relationship,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
29947,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Jyka has a direct effect on hwax. Lirg has a direct effect on hwax. For those who are hwax, the correlation between jyka and lirg is -0.18.",yes,"Let Y = lirg; X = jyka; V3 = hwax.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
yes",collision,nonsense4,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
35577,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on jyka. Glimx has a direct effect on jyka. For those who are jyka, the correlation between zuph and glimx is 0.12.",yes,"Let Y = glimx; X = zuph; V3 = jyka.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
yes",collision,nonsense9,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,easy,formal,stress
3543,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Medication has a direct effect on blood pressure and heart condition. Blood pressure has a direct effect on heart condition. The overall probability of taking medication is 88%. The probability of not taking medication and healthy heart is 4%. The probability of taking medication and healthy heart is 68%.",no,"Let X = medication; V2 = blood pressure; Y = heart condition.
X->V2,X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.88
P(Y=1, X=0=1) = 0.04
P(Y=1, X=1=1) = 0.68
0.68/0.88 - 0.04/0.12 = 0.41
0.41 > 0",mediation,blood_pressure,1,correlation,P(Y | X),,easy,formal,stress
7613,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved. The overall probability of intelligent parents is 42%. The probability of unintelligent parents and intelligent child is 20%. The probability of intelligent parents and intelligent child is 31%.",no,"Let V2 = other unobserved factors; X = parents' intelligence; V3 = parents' social status; Y = child's intelligence.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.42
P(Y=1, X=0=1) = 0.20
P(Y=1, X=1=1) = 0.31
0.31/0.42 - 0.20/0.58 = 0.39
0.39 > 0",arrowhead,nature_vs_nurture,1,correlation,P(Y | X),,easy,formal,stress
20874,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking has a direct effect on effort and lactose intolerance. Effort has a direct effect on lactose intolerance. The overall probability of smoking is 7%. The probability of nonsmoking and being lactose intolerant is 54%. The probability of smoking and being lactose intolerant is 3%.",no,"Let X = smoking; V2 = effort; Y = lactose intolerance.
X->V2,X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.07
P(Y=1, X=0=1) = 0.54
P(Y=1, X=1=1) = 0.03
0.03/0.07 - 0.54/0.93 = -0.10
-0.10 < 0",mediation,neg_mediation,1,correlation,P(Y | X),,easy,formal,stress
29746,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Yomx has a direct effect on xevu. Gwet has a direct effect on xevu. The overall probability of yomx is 16%. The probability of not yomx and xevu is 66%. The probability of yomx and xevu is 11%.",no,"Let V2 = gwet; X = yomx; Y = xevu.
X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.16
P(Y=1, X=0=1) = 0.66
P(Y=1, X=1=1) = 0.11
0.11/0.16 - 0.66/0.84 = -0.11
-0.11 < 0",fork,nonsense3,1,correlation,P(Y | X),,easy,formal,stress
35481,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on jyka. Jyka has a direct effect on glimx. The overall probability of zuph is 63%. The probability of not zuph and glimx is 18%. The probability of zuph and glimx is 31%.",no,"Let X = zuph; V2 = jyka; Y = glimx.
X->V2,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.63
P(Y=1, X=0=1) = 0.18
P(Y=1, X=1=1) = 0.31
0.31/0.63 - 0.18/0.37 = 0.01
0.01 > 0",chain,nonsense9,1,correlation,P(Y | X),,easy,formal,stress
18342,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Ability to swim has a direct effect on studying habit and exam score. Studying habit has a direct effect on exam score. The overall probability of being able to swim is 8%. The probability of not being able to swim and high exam score is 36%. The probability of being able to swim and high exam score is 7%.",yes,"Let X = ability to swim; V2 = studying habit; Y = exam score.
X->V2,X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.08
P(Y=1, X=0=1) = 0.36
P(Y=1, X=1=1) = 0.07
0.07/0.08 - 0.36/0.92 = 0.47
0.47 > 0",mediation,encouagement_program,1,correlation,P(Y | X),,easy,formal,stress
13892,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on the private and the corporal. The corporal has a direct effect on prisoner. The private has a direct effect on prisoner. The overall probability of having a sister is 59%. The probability of not having a sister and the prisoner's death is 15%. The probability of having a sister and the prisoner's death is 31%.",yes,"Let X = having a sister; V3 = the private; V2 = the corporal; Y = prisoner.
X->V3,X->V2,V2->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.59
P(Y=1, X=0=1) = 0.15
P(Y=1, X=1=1) = 0.31
0.31/0.59 - 0.15/0.41 = 0.16
0.16 > 0",diamond,firing_squad,1,correlation,P(Y | X),,easy,formal,stress
35408,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on jyka. Jyka has a direct effect on glimx. The overall probability of zuph is 86%. The probability of not zuph and glimx is 9%. The probability of zuph and glimx is 77%.",yes,"Let X = zuph; V2 = jyka; Y = glimx.
X->V2,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.86
P(Y=1, X=0=1) = 0.09
P(Y=1, X=1=1) = 0.77
0.77/0.86 - 0.09/0.14 = 0.23
0.23 > 0",chain,nonsense9,1,correlation,P(Y | X),,easy,formal,stress
35965,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zory has a direct effect on zuph and glimx. Zuph has a direct effect on jyka. Jyka has a direct effect on glimx. Zory is unobserved. The overall probability of zuph is 40%. The probability of not zuph and glimx is 51%. The probability of zuph and glimx is 32%.",yes,"Let V1 = zory; X = zuph; V3 = jyka; Y = glimx.
V1->X,X->V3,V1->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.40
P(Y=1, X=0=1) = 0.51
P(Y=1, X=1=1) = 0.32
0.32/0.40 - 0.51/0.60 = -0.03
-0.03 < 0",frontdoor,nonsense9,1,correlation,P(Y | X),,easy,formal,stress
25309,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Poverty has a direct effect on liking spicy food and cholera. Water company has a direct effect on liking spicy food. Liking spicy food has a direct effect on cholera. Poverty is unobserved. The overall probability of liking spicy food is 34%. The probability of not liking spicy food and cholera contraction is 59%. The probability of liking spicy food and cholera contraction is 21%.",yes,"Let V2 = water company; V1 = poverty; X = liking spicy food; Y = cholera.
V1->X,V2->X,V1->Y,X->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.34
P(Y=1, X=0=1) = 0.59
P(Y=1, X=1=1) = 0.21
0.21/0.34 - 0.59/0.66 = -0.28
-0.28 < 0",IV,water_cholera,1,correlation,P(Y | X),,easy,formal,stress
37736,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on black hair. We know that college degree or higher causes low skill level, and we know that high skill level causes blond hair.",no,"Let X = education level; V2 = skill; Y = black hair.
X->V2,V2->Y
Y_{X=0} = 1 | 
Solve for Y, given the evidence and the action
V2 = not X
Y = not V2
Y = [0] = not 1
0",chain,college_salary,3,det-counterfactual,Y_{X=0} = 1 | ,,easy,formal,stress
38484,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on rixq and xevu. Rixq has a direct effect on xevu. We know that zuph causes not rixq. zuph and rixq causes xevu. We observed an individual is zuph.",no,"Let V1 = zuph; X = rixq; Y = xevu.
V1->X,V1->Y,X->Y
Y_{X=0} = 1 | V1=1
Solve for Y, given the evidence and the action
V1 = 1
X = not V1
Y = V1 and X
Y = 0 = 1 and 0
0",confounding,nonsense0,3,det-counterfactual,Y_{X=0} = 1 | V1=1,,easy,formal,stress
39179,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Tijv has a direct effect on tijw and xevo. Xevo has a direct effect on gyzp. Tijw has a direct effect on gyzp. We know that tijv causes xevo and tijw. xevo or tijw causes gyzp. We observed an individual is not tijv.",no,"Let V1 = tijv; V3 = tijw; X = xevo; Y = gyzp.
V1->V3,V1->X,X->Y,V3->Y
Y_{X=1} = 0 | V1=0
Solve for Y, given the evidence and the action
V1 = 0
X = V1
V3 = X
Y = X or V3
Y = 1 = 1 or 0
0",diamondcut,nonsense2,3,det-counterfactual,Y_{X=1} = 0 | V1=0,,easy,formal,stress
